20140901,100000000,262489604
20140902,101000000,265114500
20140903,102000000,267739396
20140904,103000000,270364292
20140905,104000000,272989188
20140906,105000000,275614084
20140907,106000000,278238980
20140908,107000000,280863876
20140909,108000000,283488772
20140910,109000000,286113668
20140911,110000000,288738564
20140912,111000000,291363460
20140913,112000000,293988356
20140914,113000000,296613252
20140915,114000000,299238148
20140916,115000000,301863044
20140917,116000000,304487940
20140918,117000000,307112836
20140919,118000000,309737732
20140920,119000000,312362628
20140921,120000000,314987525
20140922,121000000,317612421
20140923,122000000,320237317
20140924,123000000,322862213
20140925,124000000,325487109
20140926,125000000,328112005
20140927,126000000,330736901
20140928,127000000,333361797
20140929,128000000,335986693
20140930,129000000,338611589
